"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Peru","2004","Female","over 24 year olds","Percent","11.75915"
"Peru","2004","All genders","over 24 year olds","Percent","12.51344"
"Peru","2004","Male","over 24 year olds","Percent","13.29265"
"Philippines","2013","Female","over 24 year olds","Percent","28.40646"
"Philippines","2013","Male","over 24 year olds","Percent","24.73183"
"Philippines","2013","All genders","over 24 year olds","Percent","26.58568"
"Philippines","2010","All genders","over 24 year olds","Percent","26.82993"
"Philippines","2010","Male","over 24 year olds","Percent","25.57006"
"Philippines","2010","Female","over 24 year olds","Percent","28.06638"
"Philippines","2008","Female","over 24 year olds","Percent","25.96123"
"Philippines","2008","Male","over 24 year olds","Percent","22.44589"
"Philippines","2008","All genders","over 24 year olds","Percent","24.2162"
"Philippines","2000","All genders","over 24 year olds","Percent","8.61266"
"Philippines","2000","Male","over 24 year olds","Percent","7.48455"
"Philippines","2000","Female","over 24 year olds","Percent","9.72897"
"Poland","2014","All genders","over 24 year olds","Percent","23.88493"
"Poland","2014","Female","over 24 year olds","Percent","26.24412"
"Poland","2014","Male","over 24 year olds","Percent","21.25391"
"Poland","2013","Male","over 24 year olds","Percent","20.25191"
"Poland","2013","Female","over 24 year olds","Percent","25.08212"
"Poland","2013","All genders","over 24 year olds","Percent","22.79908"
"Poland","2012","All genders","over 24 year olds","Percent","21.79255"
"Poland","2012","Female","over 24 year olds","Percent","23.95127"
"Poland","2012","Male","over 24 year olds","Percent","19.38274"
"Poland","2011","Male","over 24 year olds","Percent","18.79153"
"Poland","2011","All genders","over 24 year olds","Percent","21.13086"
"Poland","2011","Female","over 24 year olds","Percent","23.20161"
"Poland","2010","Female","over 24 year olds","Percent","22.08937"
"Poland","2010","All genders","over 24 year olds","Percent","20.30921"
"Poland","2010","Male","over 24 year olds","Percent","18.29125"
"Poland","2009","Male","over 24 year olds","Percent","17.00676"
"Poland","2009","All genders","over 24 year olds","Percent","18.82247"
"Poland","2009","Female","over 24 year olds","Percent","20.41859"
"Poland","2008","Female","over 24 year olds","Percent","18.79112"
"Poland","2008","Male","over 24 year olds","Percent","15.94632"
"Poland","2008","All genders","over 24 year olds","Percent","17.46093"
"Poland","2002","All genders","over 24 year olds","Percent","12.37424"
"Poland","2002","Male","over 24 year olds","Percent","12.16549"
"Poland","2002","Female","over 24 year olds","Percent","12.55906"
"Portugal","2014","Female","over 24 year olds","Percent","0"
"Portugal","2014","All genders","over 24 year olds","Percent","0"
"Portugal","2014","Male","over 24 year olds","Percent","0"
"Portugal","2013","Male","over 24 year olds","Percent","13.35414"
"Portugal","2013","All genders","over 24 year olds","Percent","15.87279"
"Portugal","2013","Female","over 24 year olds","Percent","18.05482"
"Portugal","2012","Female","over 24 year olds","Percent","16.85516"
"Portugal","2012","All genders","over 24 year olds","Percent","15.23539"
"Portugal","2012","Male","over 24 year olds","Percent","13.37415"
"Portugal","2011","Male","over 24 year olds","Percent","12.39848"
"Portugal","2011","All genders","over 24 year olds","Percent","14.11663"
"Portugal","2011","Female","over 24 year olds","Percent","15.61735"
"Portugal","2010","Female","over 24 year olds","Percent","14.44891"
"Portugal","2010","All genders","over 24 year olds","Percent","12.66298"
"Portugal","2010","Male","over 24 year olds","Percent","10.62654"
"Portugal","2009","All genders","over 24 year olds","Percent","11.98344"
"Portugal","2009","Female","over 24 year olds","Percent","13.51721"
"Portugal","2009","Male","over 24 year olds","Percent","10.23878"
"Portugal","2008","Male","over 24 year olds","Percent","9.81828"
"Portugal","2008","Female","over 24 year olds","Percent","13.15874"
"Portugal","2008","All genders","over 24 year olds","Percent","11.59382"
"Portugal","2007","All genders","over 24 year olds","Percent","11.20875"
"Portugal","2007","Female","over 24 year olds","Percent","12.67599"
"Portugal","2007","Male","over 24 year olds","Percent","9.54699"
"Portugal","2006","Male","over 24 year olds","Percent","9.71246"
"Portugal","2006","Female","over 24 year olds","Percent","12.2734"
"Portugal","2006","All genders","over 24 year olds","Percent","11.07161"
"Portugal","2005","All genders","over 24 year olds","Percent","10.44759"
"Portugal","2005","Female","over 24 year olds","Percent","11.62607"
"Portugal","2005","Male","over 24 year olds","Percent","9.11633"
"Portugal","2004","Male","over 24 year olds","Percent","8.86961"
"Portugal","2004","Female","over 24 year olds","Percent","11.43142"
"Portugal","2004","All genders","over 24 year olds","Percent","10.2277"
"Portugal","2003","All genders","over 24 year olds","Percent","8.94607"
"Portugal","2003","Female","over 24 year olds","Percent","10.14062"
"Portugal","2003","Male","over 24 year olds","Percent","7.59972"
"Portugal","2002","Male","over 24 year olds","Percent","6.34498"
"Portugal","2002","Female","over 24 year olds","Percent","8.90282"
"Portugal","2002","All genders","over 24 year olds","Percent","7.69954"
"Portugal","2001","All genders","over 24 year olds","Percent","7.57332"
"Portugal","2001","Female","over 24 year olds","Percent","8.4015"
"Portugal","2001","Male","over 24 year olds","Percent","6.6409"
"Portugal","2000","Male","over 24 year olds","Percent","6.61154"
"Portugal","2000","Female","over 24 year olds","Percent","7.8287"
"Portugal","2000","All genders","over 24 year olds","Percent","7.25665"
"Portugal","1999","All genders","over 24 year olds","Percent","7.12214"
"Portugal","1999","Male","over 24 year olds","Percent","6.62805"
"Portugal","1999","Female","over 24 year olds","Percent","7.55914"
"Portugal","1998","Female","over 24 year olds","Percent","7.4737"
"Portugal","1998","Male","over 24 year olds","Percent","6.19175"
"Portugal","1998","All genders","over 24 year olds","Percent","6.87264"
"Puerto Rico","2012","All genders","over 24 year olds","Percent","31.20643"
"Puerto Rico","2012","Male","over 24 year olds","Percent","25.97334"
"Puerto Rico","2012","Female","over 24 year olds","Percent","35.71763"
"Puerto Rico","2008","Female","over 24 year olds","Percent","24.18189"
"Puerto Rico","2008","Male","over 24 year olds","Percent","17.64874"
"Puerto Rico","2008","All genders","over 24 year olds","Percent","21.15206"
"Puerto Rico","2007","All genders","over 24 year olds","Percent","21.23683"
"Puerto Rico","2007","Male","over 24 year olds","Percent","17.63213"
"Puerto Rico","2007","Female","over 24 year olds","Percent","24.36039"
"Puerto Rico","2006","Female","over 24 year olds","Percent","23.45017"
"Puerto Rico","2006","Male","over 24 year olds","Percent","17.61127"
"Puerto Rico","2006","All genders","over 24 year olds","Percent","20.74168"
"Puerto Rico","2005","All genders","over 24 year olds","Percent","20.78002"
"Puerto Rico","2005","Male","over 24 year olds","Percent","18.10929"
"Puerto Rico","2005","Female","over 24 year olds","Percent","23.05893"
"Puerto Rico","2000","Female","over 24 year olds","Percent","28.04042"
"Puerto Rico","2000","Male","over 24 year olds","Percent","22.17505"
"Puerto Rico","2000","All genders","over 24 year olds","Percent","25.32585"
"Qatar","2013","Female","over 24 year olds","Percent","0"
"Qatar","2013","All genders","over 24 year olds","Percent","0"
"Qatar","2013","Male","over 24 year olds","Percent","0"
"Qatar","2012","Male","over 24 year olds","Percent","17.90074"
"Qatar","2012","All genders","over 24 year olds","Percent","20.88371"
"Qatar","2012","Female","over 24 year olds","Percent","33.87307"
"Qatar","2011","Female","over 24 year olds","Percent","30.84624"
"Qatar","2011","All genders","over 24 year olds","Percent","18.79969"
"Qatar","2011","Male","over 24 year olds","Percent","15.86811"
"Qatar","2010","Male","over 24 year olds","Percent","13.56553"
"Qatar","2010","All genders","over 24 year olds","Percent","15.7567"
"Qatar","2010","Female","over 24 year olds","Percent","22.07816"
"Qatar","2009","Female","over 24 year olds","Percent","35.24859"
"Qatar","2009","All genders","over 24 year olds","Percent","19.27185"
"Qatar","2009","Male","over 24 year olds","Percent","16.11757"
"Qatar","2008","Male","over 24 year olds","Percent","18.63437"
"Qatar","2008","Female","over 24 year olds","Percent","33.23221"
"Qatar","2008","All genders","over 24 year olds","Percent","21.15921"
"Qatar","2007","All genders","over 24 year olds","Percent","25.13266"
"Qatar","2007","Female","over 24 year olds","Percent","32.92279"
"Qatar","2007","Male","over 24 year olds","Percent","23.16628"
"Qatar","2004","Male","over 24 year olds","Percent","17.46792"
"Qatar","2004","Female","over 24 year olds","Percent","29.96172"
"Qatar","2004","All genders","over 24 year olds","Percent","20.86468"
"Republic of Korea","2010","Female","over 24 year olds","Percent","30.13205"
"Republic of Korea","2010","Male","over 24 year olds","Percent","40.8312"
"Republic of Korea","2010","All genders","over 24 year olds","Percent","35.32099"
"Republic of Korea","2009","All genders","over 24 year olds","Percent","28.00646"
"Republic of Korea","2009","Female","over 24 year olds","Percent","23.18166"
"Republic of Korea","2009","Male","over 24 year olds","Percent","33.40116"
"Republic of Korea","2005","Male","over 24 year olds","Percent","38.58082"
"Republic of Korea","2005","Female","over 24 year olds","Percent","25.20608"
"Republic of Korea","2005","All genders","over 24 year olds","Percent","31.58874"
"Republic of Korea","2000","Female","over 24 year olds","Percent","17.7778"
"Republic of Korea","2000","Male","over 24 year olds","Percent","30.6496"
"Republic of Korea","2000","All genders","over 24 year olds","Percent","24.05019"
"Romania","2014","Male","over 24 year olds","Percent","13.83898"
"Romania","2014","All genders","over 24 year olds","Percent","13.53528"
"Romania","2014","Female","over 24 year olds","Percent","13.25645"
"Romania","2013","Female","over 24 year olds","Percent","13.49008"
"Romania","2013","All genders","over 24 year olds","Percent","13.52862"
"Romania","2013","Male","over 24 year olds","Percent","13.57086"
"Romania","2012","Male","over 24 year olds","Percent","13.57991"
"Romania","2012","All genders","over 24 year olds","Percent","13.25017"
"Romania","2012","Female","over 24 year olds","Percent","12.9495"
"Romania","2011","Female","over 24 year olds","Percent","12.28459"
"Romania","2011","All genders","over 24 year olds","Percent","12.75759"
"Romania","2011","Male","over 24 year olds","Percent","13.27688"
"Romania","2010","Male","over 24 year olds","Percent","12.43497"
"Romania","2010","All genders","over 24 year olds","Percent","11.85323"
"Romania","2010","Female","over 24 year olds","Percent","11.32334"
"Romania","2009","Female","over 24 year olds","Percent","10.92428"
"Romania","2009","Male","over 24 year olds","Percent","11.97908"
"Romania","2009","All genders","over 24 year olds","Percent","11.42711"
"Romania","2008","All genders","over 24 year olds","Percent","11.09472"
"Romania","2008","Male","over 24 year olds","Percent","11.88441"
"Romania","2008","Female","over 24 year olds","Percent","10.37521"
"Romania","2007","Female","over 24 year olds","Percent","9.48022"
"Romania","2007","Male","over 24 year olds","Percent","11.38398"
"Romania","2007","All genders","over 24 year olds","Percent","10.38779"
"Romania","2002","All genders","over 24 year olds","Percent","8.97845"
"Romania","2002","Male","over 24 year olds","Percent","10.21852"
"Romania","2002","Female","over 24 year olds","Percent","7.85351"
"Russian Federation","2010","Female","over 24 year olds","Percent","63.68967"
"Russian Federation","2010","Male","over 24 year olds","Percent","59.71376"
"Russian Federation","2010","All genders","over 24 year olds","Percent","61.93318"
"Russian Federation","2002","All genders","over 24 year olds","Percent","55.42815"
"Russian Federation","2002","Male","over 24 year olds","Percent","50.5108"
"Russian Federation","2002","Female","over 24 year olds","Percent","59.85785"
"Rwanda","2012","Male","over 24 year olds","Percent","4.87877"
"Rwanda","2012","All genders","over 24 year olds","Percent","3.62482"
"Rwanda","2012","Female","over 24 year olds","Percent","2.55263"
"Saint Lucia","2013","Female","over 24 year olds","Percent","11.88559"
"Saint Lucia","2013","Male","over 24 year olds","Percent","8.45746"
"Saint Lucia","2013","All genders","over 24 year olds","Percent","10.24315"
"Samoa","2001","Male","over 24 year olds","Percent","4.44306"
"Samoa","2001","Female","over 24 year olds","Percent","3.39737"
"Samoa","2001","All genders","over 24 year olds","Percent","3.93529"
"Sao Tome and Principe","2012","All genders","over 24 year olds","Percent","0"
"Sao Tome and Principe","2012","Male","over 24 year olds","Percent","0"
"Sao Tome and Principe","2012","Female","over 24 year olds","Percent","0"
"Saudi Arabia","2013","Male","over 24 year olds","Percent","20.96961"
"Saudi Arabia","2013","All genders","over 24 year olds","Percent","20.9833"
"Saudi Arabia","2013","Female","over 24 year olds","Percent","21.00519"
"Saudi Arabia","2004","Female","over 24 year olds","Percent","14.82216"
"Saudi Arabia","2004","All genders","over 24 year olds","Percent","14.92904"
"Saudi Arabia","2004","Male","over 24 year olds","Percent","14.99774"
"Saudi Arabia","2000","Male","over 24 year olds","Percent","13.81919"
"Saudi Arabia","2000","All genders","over 24 year olds","Percent","12.04128"
"Saudi Arabia","2000","Female","over 24 year olds","Percent","9.4599"
"Senegal","2013","Female","over 24 year olds","Percent","2.57515"
"Senegal","2013","All genders","over 24 year olds","Percent","4.26377"
"Senegal","2013","Male","over 24 year olds","Percent","6.0943"
"Senegal","2011","Male","over 24 year olds","Percent","4.76656"
"Senegal","2011","All genders","over 24 year olds","Percent","2.9813"
"Senegal","2011","Female","over 24 year olds","Percent","1.6035"
"Senegal","2006","Female","over 24 year olds","Percent","0.26827"
"Senegal","2006","All genders","over 24 year olds","Percent","0.79773"
"Senegal","2006","Male","over 24 year olds","Percent","1.44608"
"Serbia","2014","Male","over 24 year olds","Percent","18.86244"
"Serbia","2014","Female","over 24 year olds","Percent","19.07961"
"Serbia","2014","All genders","over 24 year olds","Percent","18.97663"
"Serbia","2013","All genders","over 24 year olds","Percent","18.21503"
"Serbia","2013","Female","over 24 year olds","Percent","17.58725"
"Serbia","2013","Male","over 24 year olds","Percent","18.90928"
"Serbia","2011","Male","over 24 year olds","Percent","18.53752"
"Serbia","2011","Female","over 24 year olds","Percent","17.89367"
"Serbia","2011","All genders","over 24 year olds","Percent","18.20111"
"Serbia","2010","All genders","over 24 year olds","Percent","15.72136"
"Serbia","2010","Female","over 24 year olds","Percent","15.17153"
"Serbia","2010","Male","over 24 year olds","Percent","16.33326"
"Serbia","2009","Male","over 24 year olds","Percent","16.42237"
"Serbia","2009","Female","over 24 year olds","Percent","14.42023"
"Serbia","2009","All genders","over 24 year olds","Percent","15.35999"
"Serbia","2008","Female","over 24 year olds","Percent","13.77688"
"Serbia","2008","Male","over 24 year olds","Percent","16.04561"
"Serbia","2008","All genders","over 24 year olds","Percent","14.84572"
"Serbia","2002","All genders","over 24 year olds","Percent","7.86825"
"Serbia","2002","Male","over 24 year olds","Percent","9.0297"
"Serbia","2002","Female","over 24 year olds","Percent","6.82417"
"Seychelles","2002","All genders","over 24 year olds","Percent","7.69545"
"Seychelles","2002","Female","over 24 year olds","Percent","6.03742"
"Seychelles","2002","Male","over 24 year olds","Percent","9.44471"
"Singapore","2014","Female","over 24 year olds","Percent","39.41375"
"Singapore","2014","Male","over 24 year olds","Percent","45.75573"
"Singapore","2014","All genders","over 24 year olds","Percent","42.44054"
"Singapore","2013","Male","over 24 year olds","Percent","44.52098"
"Singapore","2013","Female","over 24 year olds","Percent","38.32279"
"Singapore","2013","All genders","over 24 year olds","Percent","41.28952"
"Singapore","2012","All genders","over 24 year olds","Percent","39.56747"
"Singapore","2012","Male","over 24 year olds","Percent","42.97514"
"Singapore","2012","Female","over 24 year olds","Percent","36.43212"
"Singapore","2011","Female","over 24 year olds","Percent","35.00444"
"Singapore","2011","Male","over 24 year olds","Percent","41.41131"
"Singapore","2011","All genders","over 24 year olds","Percent","38.08078"
"Singapore","2010","All genders","over 24 year olds","Percent","36.97231"
"Singapore","2010","Male","over 24 year olds","Percent","40.18423"
"Singapore","2010","Female","over 24 year olds","Percent","33.98008"
"Singapore","2009","Female","over 24 year olds","Percent","31.66641"
"Singapore","2009","Male","over 24 year olds","Percent","38.66226"
"Singapore","2009","All genders","over 24 year olds","Percent","35.01882"
"Singapore","2008","All genders","over 24 year olds","Percent","33.89039"
"Singapore","2008","Male","over 24 year olds","Percent","37.40873"
"Singapore","2008","Female","over 24 year olds","Percent","30.60191"
"Singapore","2007","Female","over 24 year olds","Percent","28.1811"
"Singapore","2007","Male","over 24 year olds","Percent","35.00721"
"Singapore","2007","All genders","over 24 year olds","Percent","31.47339"
"Singapore","2006","All genders","over 24 year olds","Percent","30.43677"
"Singapore","2006","Male","over 24 year olds","Percent","34.17504"
"Singapore","2006","Female","over 24 year olds","Percent","26.92493"
"Singapore","2005","Female","over 24 year olds","Percent","25.77032"
"Singapore","2005","Male","over 24 year olds","Percent","32.70516"
"Singapore","2005","All genders","over 24 year olds","Percent","29.12757"
"Slovakia","2014","Male","over 24 year olds","Percent","17.73571"
"Slovakia","2014","All genders","over 24 year olds","Percent","18.29406"
"Slovakia","2014","Female","over 24 year olds","Percent","18.80455"
"Slovakia","2013","Female","over 24 year olds","Percent","18.52912"
"Slovakia","2013","All genders","over 24 year olds","Percent","17.8811"
"Slovakia","2013","Male","over 24 year olds","Percent","17.17128"
"Slovakia","2012","Male","over 24 year olds","Percent","16.30204"
"Slovakia","2012","All genders","over 24 year olds","Percent","17.174"
"Slovakia","2012","Female","over 24 year olds","Percent","17.95713"
"Slovakia","2001","Female","over 24 year olds","Percent","10.11072"
"Slovakia","2001","All genders","over 24 year olds","Percent","11.82111"
"Slovakia","2001","Male","over 24 year olds","Percent","13.74653"
"Slovenia","2014","All genders","over 24 year olds","Percent","25.35484"
"Slovenia","2014","Male","over 24 year olds","Percent","22.69129"
"Slovenia","2014","Female","over 24 year olds","Percent","28.0303"
"Slovenia","2013","Female","over 24 year olds","Percent","27.43363"
"Slovenia","2013","Male","over 24 year olds","Percent","22.07447"
"Slovenia","2013","All genders","over 24 year olds","Percent","24.82178"
"Slovenia","2012","All genders","over 24 year olds","Percent","23.66695"
"Slovenia","2012","Male","over 24 year olds","Percent","20.76281"
"Slovenia","2012","Female","over 24 year olds","Percent","26.40303"
"Slovenia","2011","Female","over 24 year olds","Percent","24.58282"
"Slovenia","2011","Male","over 24 year olds","Percent","19.69246"
"Slovenia","2011","All genders","over 24 year olds","Percent","22.20777"
"Slovenia","2010","All genders","over 24 year olds","Percent","21.23942"
"Slovenia","2010","Male","over 24 year olds","Percent","19.24052"
"Slovenia","2010","Female","over 24 year olds","Percent","23.12479"
"Slovenia","2009","Female","over 24 year olds","Percent","22.6978"
"Slovenia","2009","Male","over 24 year olds","Percent","18.68132"
"Slovenia","2009","All genders","over 24 year olds","Percent","20.74716"
"Slovenia","2008","All genders","over 24 year olds","Percent","20.12173"
"Slovenia","2008","Male","over 24 year olds","Percent","18.57996"
"Slovenia","2008","Female","over 24 year olds","Percent","21.57407"
"Slovenia","2007","Female","over 24 year olds","Percent","20.8605"
"Slovenia","2007","All genders","over 24 year olds","Percent","19.19946"
"Slovenia","2007","Male","over 24 year olds","Percent","17.39745"
"Slovenia","2006","Male","over 24 year olds","Percent","17.934"
"Slovenia","2006","Female","over 24 year olds","Percent","19.97372"
"Slovenia","2006","All genders","over 24 year olds","Percent","18.99863"
"Slovenia","2005","All genders","over 24 year olds","Percent","18.12877"
"Slovenia","2005","Female","over 24 year olds","Percent","18.68286"
"Slovenia","2005","Male","over 24 year olds","Percent","17.52845"
"Slovenia","2004","Male","over 24 year olds","Percent","17.83977"
"Slovenia","2004","Female","over 24 year olds","Percent","18.74988"
"Slovenia","2004","All genders","over 24 year olds","Percent","18.31381"
"South Africa","2012","Male","over 24 year olds","Percent","7.14419"
"South Africa","2012","Female","over 24 year olds","Percent","5.83339"
"South Africa","2012","All genders","over 24 year olds","Percent","6.45048"
"South Africa","2011","All genders","over 24 year olds","Percent","6.14248"
"South Africa","2011","Female","over 24 year olds","Percent","5.64529"
"South Africa","2011","Male","over 24 year olds","Percent","6.71436"
"South Africa","2010","Male","over 24 year olds","Percent","6.89622"
"South Africa","2010","Female","over 24 year olds","Percent","5.56365"
"South Africa","2010","All genders","over 24 year olds","Percent","6.18815"
"South Africa","2009","All genders","over 24 year olds","Percent","5.8343"
"South Africa","2009","Female","over 24 year olds","Percent","5.44746"
"South Africa","2009","Male","over 24 year olds","Percent","6.27428"
"South Africa","2008","Male","over 24 year olds","Percent","5.11766"
"South Africa","2008","Female","over 24 year olds","Percent","4.24748"
"South Africa","2008","All genders","over 24 year olds","Percent","4.65347"
"South Africa","2007","All genders","over 24 year olds","Percent","4.38639"
"South Africa","2007","Female","over 24 year olds","Percent","3.73634"
"South Africa","2007","Male","over 24 year olds","Percent","5.13127"
"South Africa","2006","Male","over 24 year olds","Percent","4.94329"
"South Africa","2006","Female","over 24 year olds","Percent","3.48701"
"South Africa","2006","All genders","over 24 year olds","Percent","4.16616"
"South Africa","2005","All genders","over 24 year olds","Percent","4.1878"
"South Africa","2005","Female","over 24 year olds","Percent","3.45562"
"South Africa","2005","Male","over 24 year olds","Percent","5.02845"
"South Africa","2004","Male","over 24 year olds","Percent","5.55014"
"South Africa","2004","Female","over 24 year olds","Percent","4.34209"
"South Africa","2004","All genders","over 24 year olds","Percent","4.90361"
"South Africa","2003","All genders","over 24 year olds","Percent","5.48102"
"South Africa","2003","Female","over 24 year olds","Percent","4.63717"
"South Africa","2003","Male","over 24 year olds","Percent","6.45424"
"South Africa","2002","Female","over 24 year olds","Percent","3.92711"
"South Africa","2002","All genders","over 24 year olds","Percent","4.75122"
"South Africa","2002","Male","over 24 year olds","Percent","5.70544"
"South Africa","2001","Male","over 24 year olds","Percent","9.42284"
"South Africa","2001","All genders","over 24 year olds","Percent","8.88712"
"South Africa","2001","Female","over 24 year olds","Percent","8.43327"
"South Sudan","2008","Male","over 24 year olds","Percent","4.38824"
"South Sudan","2008","Female","over 24 year olds","Percent","2.49862"
"South Sudan","2008","All genders","over 24 year olds","Percent","3.77482"
"Spain","2014","Female","over 24 year olds","Percent","28.86132"
"Spain","2014","All genders","over 24 year olds","Percent","28.97893"
"Spain","2014","Male","over 24 year olds","Percent","29.1039"
"Spain","2012","Male","over 24 year olds","Percent","27.31412"
"Spain","2012","All genders","over 24 year olds","Percent","26.94193"
"Spain","2012","Female","over 24 year olds","Percent","26.5921"
"Spain","2011","Female","over 24 year olds","Percent","25.99388"
"Spain","2011","All genders","over 24 year olds","Percent","26.49158"
"Spain","2011","Male","over 24 year olds","Percent","27.01867"
"Spain","2010","Male","over 24 year olds","Percent","26.20142"
"Spain","2010","All genders","over 24 year olds","Percent","25.67359"
"Spain","2010","Female","over 24 year olds","Percent","25.17203"
"Spain","2009","Female","over 24 year olds","Percent","24.3477"
"Spain","2009","All genders","over 24 year olds","Percent","24.89298"
"Spain","2009","Male","over 24 year olds","Percent","25.46599"
"Spain","2008","Male","over 24 year olds","Percent","25.42267"
"Spain","2008","All genders","over 24 year olds","Percent","24.49914"
"Spain","2008","Female","over 24 year olds","Percent","23.61928"
"Spain","2007","All genders","over 24 year olds","Percent","24.18417"
"Spain","2007","Male","over 24 year olds","Percent","25.15364"
"Spain","2007","Female","over 24 year olds","Percent","23.26145"
"Spain","2006","Female","over 24 year olds","Percent","22.63548"
"Spain","2006","Male","over 24 year olds","Percent","24.67103"
"Spain","2006","All genders","over 24 year olds","Percent","23.62624"
"Spain","2005","All genders","over 24 year olds","Percent","23.3035"
"Spain","2005","Male","over 24 year olds","Percent","24.47094"
"Spain","2005","Female","over 24 year olds","Percent","22.20112"
"Spain","2004","Female","over 24 year olds","Percent","20.53453"
"Spain","2004","Male","over 24 year olds","Percent","22.76713"
"Spain","2004","All genders","over 24 year olds","Percent","21.61652"
"Sri Lanka","2009","All genders","over 24 year olds","Percent","14.10822"
"Sri Lanka","2009","Male","over 24 year olds","Percent","13.27548"
"Sri Lanka","2009","Female","over 24 year olds","Percent","14.82605"
"Sri Lanka","2008","Female","over 24 year olds","Percent","14.5631"
"Sri Lanka","2008","Male","over 24 year olds","Percent","13.08513"
"Sri Lanka","2008","All genders","over 24 year olds","Percent","13.87674"
"Sri Lanka","2001","All genders","over 24 year olds","Percent","13.70463"
"Sri Lanka","2001","Male","over 24 year olds","Percent","13.27882"
"Sri Lanka","2001","Female","over 24 year olds","Percent","14.11205"
"Suriname","2012","All genders","over 24 year olds","Percent","0"
"Suriname","2012","Male","over 24 year olds","Percent","0"
"Suriname","2012","Female","over 24 year olds","Percent","0"
"Suriname","2004","Female","over 24 year olds","Percent","3.36051"
"Suriname","2004","Male","over 24 year olds","Percent","4.4883"
"Suriname","2004","All genders","over 24 year olds","Percent","3.91474"
"Sweden","2014","Female","over 24 year olds","Percent","35.2923"
"Sweden","2014","Male","over 24 year olds","Percent","26.77673"
"Sweden","2014","All genders","over 24 year olds","Percent","31.0949"
"Sweden","2013","All genders","over 24 year olds","Percent","30.51169"
"Sweden","2013","Male","over 24 year olds","Percent","26.33444"
"Sweden","2013","Female","over 24 year olds","Percent","34.56224"
"Sweden","2012","Female","over 24 year olds","Percent","33.79645"
"Sweden","2012","Male","over 24 year olds","Percent","25.87931"
"Sweden","2012","All genders","over 24 year olds","Percent","29.90207"
"Sweden","2011","All genders","over 24 year olds","Percent","29.27808"
"Sweden","2011","Female","over 24 year olds","Percent","32.99468"
"Sweden","2011","Male","over 24 year olds","Percent","25.43501"
"Sweden","2010","Male","over 24 year olds","Percent","24.95962"
"Sweden","2010","Female","over 24 year olds","Percent","32.19886"
"Sweden","2010","All genders","over 24 year olds","Percent","28.64256"
"Sweden","2009","All genders","over 24 year olds","Percent","27.99394"
"Sweden","2009","Female","over 24 year olds","Percent","31.38446"
"Sweden","2009","Male","over 24 year olds","Percent","24.47779"
"Sweden","2008","Male","over 24 year olds","Percent","23.97804"
"Sweden","2008","Female","over 24 year olds","Percent","30.56297"
"Sweden","2008","All genders","over 24 year olds","Percent","27.33273"
"Sweden","2007","All genders","over 24 year olds","Percent","28.81837"
"Sweden","2007","Female","over 24 year olds","Percent","33.14499"
"Sweden","2007","Male","over 24 year olds","Percent","24.54668"
"Sweden","2006","Male","over 24 year olds","Percent","23.99537"
"Sweden","2006","Female","over 24 year olds","Percent","32.22641"
"Sweden","2006","All genders","over 24 year olds","Percent","28.08665"
"Sweden","2005","All genders","over 24 year olds","Percent","27.35441"
"Sweden","2005","Female","over 24 year olds","Percent","31.27184"
"Sweden","2005","Male","over 24 year olds","Percent","23.47989"
"Sweden","2004","Male","over 24 year olds","Percent","22.86552"
"Sweden","2004","Female","over 24 year olds","Percent","30.23514"
"Sweden","2004","All genders","over 24 year olds","Percent","26.53114"
"Switzerland","2014","Male","over 24 year olds","Percent","43.29709"
"Switzerland","2014","All genders","over 24 year olds","Percent","35.60502"
"Switzerland","2014","Female","over 24 year olds","Percent","28.27284"
"Switzerland","2012","Female","over 24 year olds","Percent","27.08621"
"Switzerland","2012","All genders","over 24 year olds","Percent","34.95197"
"Switzerland","2012","Male","over 24 year olds","Percent","43.3489"
"Switzerland","2011","Male","over 24 year olds","Percent","41.47267"
"Switzerland","2011","All genders","over 24 year olds","Percent","33.46071"
"Switzerland","2011","Female","over 24 year olds","Percent","26.0078"
"Switzerland","2010","Female","over 24 year olds","Percent","25.44015"
"Switzerland","2010","All genders","over 24 year olds","Percent","33.19722"
"Switzerland","2010","Male","over 24 year olds","Percent","41.55006"
"Switzerland","2009","Male","over 24 year olds","Percent","40.34624"
"Switzerland","2009","All genders","over 24 year olds","Percent","31.06449"
"Switzerland","2009","Female","over 24 year olds","Percent","22.37752"
"Syrian Arab Republic","2009","Female","over 24 year olds","Percent","4.46809"
"Syrian Arab Republic","2009","Male","over 24 year olds","Percent","7.93018"
"Syrian Arab Republic","2009","All genders","over 24 year olds","Percent","6.24558"
"Syrian Arab Republic","2008","All genders","over 24 year olds","Percent","5.90097"
"Syrian Arab Republic","2008","Male","over 24 year olds","Percent","7.3092"
"Syrian Arab Republic","2008","Female","over 24 year olds","Percent","4.48355"
"Syrian Arab Republic","2007","Female","over 24 year olds","Percent","3.44177"
"Syrian Arab Republic","2007","Male","over 24 year olds","Percent","8.15686"
"Syrian Arab Republic","2007","All genders","over 24 year olds","Percent","5.80968"
"Syrian Arab Republic","2002","All genders","over 24 year olds","Percent","5.29554"
"Syrian Arab Republic","2002","Male","over 24 year olds","Percent","8.08715"
"Syrian Arab Republic","2002","Female","over 24 year olds","Percent","2.68497"
"Tajikistan","2000","Male","over 24 year olds","Percent","15.18261"
"Tajikistan","2000","All genders","over 24 year olds","Percent","10.64691"
"Tajikistan","2000","Female","over 24 year olds","Percent","6.24264"
