"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Saudi Arabia","2013","Female","over 24 year olds","Percent","24.49958"
"Saudi Arabia","2013","Male","over 24 year olds","Percent","26.75655"
"Saudi Arabia","2013","All genders","over 24 year olds","Percent","25.88804"
"Saudi Arabia","2004","All genders","over 24 year olds","Percent","19.50328"
"Saudi Arabia","2004","Male","over 24 year olds","Percent","19.5569"
"Saudi Arabia","2004","Female","over 24 year olds","Percent","19.41986"
"Senegal","2013","Female","over 24 year olds","Percent","0"
"Senegal","2013","All genders","over 24 year olds","Percent","0"
"Senegal","2013","Male","over 24 year olds","Percent","0"
"Senegal","2011","Male","over 24 year olds","Percent","0"
"Senegal","2011","All genders","over 24 year olds","Percent","0"
"Senegal","2011","Female","over 24 year olds","Percent","0"
"Senegal","2006","Female","over 24 year olds","Percent","1.64623"
"Senegal","2006","All genders","over 24 year olds","Percent","3.24771"
"Senegal","2006","Male","over 24 year olds","Percent","5.20879"
"Serbia","2014","Female","over 24 year olds","Percent","19.47283"
"Serbia","2014","All genders","over 24 year olds","Percent","20.34675"
"Serbia","2014","Male","over 24 year olds","Percent","21.31576"
"Serbia","2013","Male","over 24 year olds","Percent","0"
"Serbia","2013","All genders","over 24 year olds","Percent","0"
"Serbia","2013","Female","over 24 year olds","Percent","0"
"Serbia","2011","Female","over 24 year olds","Percent","18.13526"
"Serbia","2011","All genders","over 24 year olds","Percent","19.16871"
"Serbia","2011","Male","over 24 year olds","Percent","20.29954"
"Serbia","2010","Male","over 24 year olds","Percent","0"
"Serbia","2010","All genders","over 24 year olds","Percent","0"
"Serbia","2010","Female","over 24 year olds","Percent","0"
"Serbia","2009","Female","over 24 year olds","Percent","0"
"Serbia","2009","All genders","over 24 year olds","Percent","0"
"Serbia","2009","Male","over 24 year olds","Percent","0"
"Serbia","2008","Male","over 24 year olds","Percent","0"
"Serbia","2008","All genders","over 24 year olds","Percent","0"
"Serbia","2008","Female","over 24 year olds","Percent","0"
"Serbia","2002","Female","over 24 year olds","Percent","11.56173"
"Serbia","2002","All genders","over 24 year olds","Percent","13.20084"
"Serbia","2002","Male","over 24 year olds","Percent","15.02422"
"Singapore","2014","All genders","over 24 year olds","Percent","51.15258"
"Singapore","2014","Female","over 24 year olds","Percent","46.99845"
"Singapore","2014","Male","over 24 year olds","Percent","55.69466"
"Singapore","2013","Male","over 24 year olds","Percent","54.51628"
"Singapore","2013","Female","over 24 year olds","Percent","45.84651"
"Singapore","2013","All genders","over 24 year olds","Percent","49.99625"
"Singapore","2012","All genders","over 24 year olds","Percent","48.68261"
"Singapore","2012","Female","over 24 year olds","Percent","44.27297"
"Singapore","2012","Male","over 24 year olds","Percent","53.45882"
"Singapore","2011","Male","over 24 year olds","Percent","51.60413"
"Singapore","2011","All genders","over 24 year olds","Percent","46.93517"
"Singapore","2011","Female","over 24 year olds","Percent","42.60574"
"Singapore","2010","Female","over 24 year olds","Percent","42.42228"
"Singapore","2010","All genders","over 24 year olds","Percent","46.47558"
"Singapore","2010","Male","over 24 year olds","Percent","50.82647"
"Singapore","2009","Male","over 24 year olds","Percent","44.54996"
"Singapore","2009","All genders","over 24 year olds","Percent","40.72915"
"Singapore","2009","Female","over 24 year olds","Percent","37.21604"
"Singapore","2008","Female","over 24 year olds","Percent","36.28095"
"Singapore","2008","All genders","over 24 year olds","Percent","40.40714"
"Singapore","2008","Male","over 24 year olds","Percent","44.84632"
"Singapore","2007","Male","over 24 year olds","Percent","41.73382"
"Singapore","2007","All genders","over 24 year olds","Percent","37.7844"
"Singapore","2007","Female","over 24 year olds","Percent","34.11811"
"Singapore","2006","Female","over 24 year olds","Percent","32.87253"
"Singapore","2006","All genders","over 24 year olds","Percent","36.75579"
"Singapore","2006","Male","over 24 year olds","Percent","40.88293"
"Singapore","2005","Male","over 24 year olds","Percent","42.35964"
"Singapore","2005","All genders","over 24 year olds","Percent","38.25608"
"Singapore","2005","Female","over 24 year olds","Percent","34.40524"
"Slovakia","2014","Male","over 24 year olds","Percent","18.6957"
"Slovakia","2014","Female","over 24 year olds","Percent","20.22654"
"Slovakia","2014","All genders","over 24 year olds","Percent","19.49539"
"Slovakia","2013","All genders","over 24 year olds","Percent","0"
"Slovakia","2013","Female","over 24 year olds","Percent","0"
"Slovakia","2013","Male","over 24 year olds","Percent","0"
"Slovakia","2012","Male","over 24 year olds","Percent","0"
"Slovakia","2012","Female","over 24 year olds","Percent","0"
"Slovakia","2012","All genders","over 24 year olds","Percent","0"
"Slovakia","2011","All genders","over 24 year olds","Percent","20.65294"
"Slovakia","2011","Female","over 24 year olds","Percent","21.19487"
"Slovakia","2011","Male","over 24 year olds","Percent","20.0564"
"Slovakia","2001","Female","over 24 year olds","Percent","10.74952"
"Slovakia","2001","Male","over 24 year olds","Percent","14.5413"
"Slovakia","2001","All genders","over 24 year olds","Percent","12.53328"
"Slovenia","2014","All genders","over 24 year olds","Percent","0"
"Slovenia","2014","Male","over 24 year olds","Percent","0"
"Slovenia","2014","Female","over 24 year olds","Percent","0"
"Slovenia","2013","Female","over 24 year olds","Percent","0"
"Slovenia","2013","Male","over 24 year olds","Percent","0"
"Slovenia","2013","All genders","over 24 year olds","Percent","0"
"Slovenia","2012","All genders","over 24 year olds","Percent","0"
"Slovenia","2012","Male","over 24 year olds","Percent","0"
"Slovenia","2012","Female","over 24 year olds","Percent","0"
"Slovenia","2011","Female","over 24 year olds","Percent","0"
"Slovenia","2011","Male","over 24 year olds","Percent","0"
"Slovenia","2011","All genders","over 24 year olds","Percent","0"
"Slovenia","2010","All genders","over 24 year olds","Percent","0"
"Slovenia","2010","Male","over 24 year olds","Percent","0"
"Slovenia","2010","Female","over 24 year olds","Percent","0"
"Slovenia","2009","Female","over 24 year olds","Percent","22.6978"
"Slovenia","2009","Male","over 24 year olds","Percent","18.68132"
"Slovenia","2009","All genders","over 24 year olds","Percent","20.74716"
"Slovenia","2008","All genders","over 24 year olds","Percent","0"
"Slovenia","2008","Male","over 24 year olds","Percent","0"
"Slovenia","2008","Female","over 24 year olds","Percent","0"
"Slovenia","2007","Female","over 24 year olds","Percent","0"
"Slovenia","2007","Male","over 24 year olds","Percent","0"
"Slovenia","2007","All genders","over 24 year olds","Percent","0"
"Slovenia","2006","All genders","over 24 year olds","Percent","0"
"Slovenia","2006","Male","over 24 year olds","Percent","0"
"Slovenia","2006","Female","over 24 year olds","Percent","0"
"Slovenia","2005","Female","over 24 year olds","Percent","0"
"Slovenia","2005","Male","over 24 year olds","Percent","0"
"Slovenia","2005","All genders","over 24 year olds","Percent","0"
"Slovenia","2004","All genders","over 24 year olds","Percent","18.31381"
"Slovenia","2004","Male","over 24 year olds","Percent","17.83977"
"Slovenia","2004","Female","over 24 year olds","Percent","18.74988"
"South Africa","2014","All genders","over 24 year olds","Percent","14.61517"
"South Africa","2014","Male","over 24 year olds","Percent","14.84059"
"South Africa","2014","Female","over 24 year olds","Percent","14.41273"
"South Africa","2012","Female","over 24 year olds","Percent","13.02166"
"South Africa","2012","Male","over 24 year olds","Percent","14.25434"
"South Africa","2012","All genders","over 24 year olds","Percent","13.60198"
"South Africa","2011","All genders","over 24 year olds","Percent","12.72683"
"South Africa","2011","Male","over 24 year olds","Percent","13.20156"
"South Africa","2011","Female","over 24 year olds","Percent","12.31411"
"South Africa","2010","Female","over 24 year olds","Percent","11.79846"
"South Africa","2010","Male","over 24 year olds","Percent","13.11013"
"South Africa","2010","All genders","over 24 year olds","Percent","12.41317"
"South Africa","2009","All genders","over 24 year olds","Percent","12.24942"
"South Africa","2009","Male","over 24 year olds","Percent","12.62088"
"South Africa","2009","Female","over 24 year olds","Percent","11.92282"
"South Africa","2008","Female","over 24 year olds","Percent","11.55706"
"South Africa","2008","Male","over 24 year olds","Percent","12.49341"
"South Africa","2008","All genders","over 24 year olds","Percent","11.99392"
"South Africa","2007","All genders","over 24 year olds","Percent","10.85196"
"South Africa","2007","Male","over 24 year olds","Percent","11.71258"
"South Africa","2007","Female","over 24 year olds","Percent","10.1009"
"South Africa","2006","Female","over 24 year olds","Percent","10.06114"
"South Africa","2006","All genders","over 24 year olds","Percent","10.31973"
"South Africa","2006","Male","over 24 year olds","Percent","10.61561"
"South Africa","2005","Male","over 24 year olds","Percent","11.78267"
"South Africa","2005","All genders","over 24 year olds","Percent","10.97431"
"South Africa","2005","Female","over 24 year olds","Percent","10.27025"
"South Africa","2004","Female","over 24 year olds","Percent","10.47541"
"South Africa","2004","All genders","over 24 year olds","Percent","10.87958"
"South Africa","2004","Male","over 24 year olds","Percent","11.34496"
"South Africa","2003","Male","over 24 year olds","Percent","10.87131"
"South Africa","2003","All genders","over 24 year olds","Percent","10.41286"
"South Africa","2003","Female","over 24 year olds","Percent","10.01534"
"South Africa","2002","Female","over 24 year olds","Percent","9.68346"
"South Africa","2002","All genders","over 24 year olds","Percent","10.26113"
"South Africa","2002","Male","over 24 year olds","Percent","10.93001"
"South Africa","2001","Male","over 24 year olds","Percent","9.42284"
"South Africa","2001","All genders","over 24 year olds","Percent","8.88712"
"South Africa","2001","Female","over 24 year olds","Percent","8.43327"
"South Sudan","2008","All genders","over 24 year olds","Percent","10.24896"
"South Sudan","2008","Male","over 24 year olds","Percent","11.54539"
"South Sudan","2008","Female","over 24 year olds","Percent","7.55178"
"Spain","2012","Female","over 24 year olds","Percent","26.61984"
"Spain","2012","All genders","over 24 year olds","Percent","26.97082"
"Spain","2012","Male","over 24 year olds","Percent","27.34423"
"Spain","2011","Male","over 24 year olds","Percent","27.04934"
"Spain","2011","All genders","over 24 year olds","Percent","26.51466"
"Spain","2011","Female","over 24 year olds","Percent","26.00978"
"Spain","2010","Female","over 24 year olds","Percent","25.19321"
"Spain","2010","All genders","over 24 year olds","Percent","25.70001"
"Spain","2010","Male","over 24 year olds","Percent","26.23335"
"Spain","2009","Male","over 24 year olds","Percent","25.51372"
"Spain","2009","All genders","over 24 year olds","Percent","24.93217"
"Spain","2009","Female","over 24 year olds","Percent","24.37874"
"Spain","2008","Female","over 24 year olds","Percent","23.66749"
"Spain","2008","All genders","over 24 year olds","Percent","24.55209"
"Spain","2008","Male","over 24 year olds","Percent","25.4806"
"Spain","2007","Male","over 24 year olds","Percent","25.21572"
"Spain","2007","All genders","over 24 year olds","Percent","24.23866"
"Spain","2007","Female","over 24 year olds","Percent","23.30871"
"Spain","2006","Female","over 24 year olds","Percent","22.70179"
"Spain","2006","All genders","over 24 year olds","Percent","23.6974"
"Spain","2006","Male","over 24 year olds","Percent","24.74731"
"Spain","2005","Male","over 24 year olds","Percent","24.54645"
"Spain","2005","All genders","over 24 year olds","Percent","23.38222"
"Spain","2005","Female","over 24 year olds","Percent","22.28287"
"Spain","2004","Male","over 24 year olds","Percent","22.8739"
"Spain","2004","Female","over 24 year olds","Percent","20.61548"
"Spain","2004","All genders","over 24 year olds","Percent","21.70998"
"Sri Lanka","2009","All genders","over 24 year olds","Percent","29.64383"
"Sri Lanka","2009","Female","over 24 year olds","Percent","30.18272"
"Sri Lanka","2009","Male","over 24 year olds","Percent","29.01866"
"Sri Lanka","2008","Male","over 24 year olds","Percent","28.73484"
"Sri Lanka","2008","Female","over 24 year olds","Percent","29.79556"
"Sri Lanka","2008","All genders","over 24 year olds","Percent","29.30297"
"Sri Lanka","2001","All genders","over 24 year olds","Percent","35.29811"
"Sri Lanka","2001","Female","over 24 year olds","Percent","35.73409"
"Sri Lanka","2001","Male","over 24 year olds","Percent","34.84244"
"Suriname","2012","All genders","over 24 year olds","Percent","0"
"Suriname","2012","Male","over 24 year olds","Percent","0"
"Suriname","2012","Female","over 24 year olds","Percent","0"
"Suriname","2004","Female","over 24 year olds","Percent","3.36051"
"Suriname","2004","Male","over 24 year olds","Percent","4.4883"
"Suriname","2004","All genders","over 24 year olds","Percent","3.91474"
"Sweden","2014","Male","over 24 year olds","Percent","33.35724"
"Sweden","2014","Female","over 24 year olds","Percent","39.70758"
"Sweden","2014","All genders","over 24 year olds","Percent","36.57744"
"Sweden","2013","All genders","over 24 year olds","Percent","35.92054"
"Sweden","2013","Female","over 24 year olds","Percent","38.88237"
"Sweden","2013","Male","over 24 year olds","Percent","32.86607"
"Sweden","2012","Male","over 24 year olds","Percent","32.37456"
"Sweden","2012","Female","over 24 year olds","Percent","38.01632"
"Sweden","2012","All genders","over 24 year olds","Percent","35.24118"
"Sweden","2011","All genders","over 24 year olds","Percent","34.5562"
"Sweden","2011","Female","over 24 year olds","Percent","37.13984"
"Sweden","2011","Male","over 24 year olds","Percent","31.88464"
"Sweden","2010","Male","over 24 year olds","Percent","31.29985"
"Sweden","2010","Female","over 24 year olds","Percent","36.22198"
"Sweden","2010","All genders","over 24 year olds","Percent","33.80397"
"Sweden","2009","All genders","over 24 year olds","Percent","33.04579"
"Sweden","2009","Female","over 24 year olds","Percent","35.29213"
"Sweden","2009","Male","over 24 year olds","Percent","30.71621"
"Sweden","2008","Male","over 24 year olds","Percent","30.14375"
"Sweden","2008","Female","over 24 year olds","Percent","34.35233"
"Sweden","2008","All genders","over 24 year olds","Percent","32.28782"
"Sweden","2007","All genders","over 24 year olds","Percent","34.27714"
"Sweden","2007","Female","over 24 year olds","Percent","37.37927"
"Sweden","2007","Male","over 24 year olds","Percent","31.21438"
"Sweden","2006","Male","over 24 year olds","Percent","30.61973"
"Sweden","2006","Female","over 24 year olds","Percent","36.39562"
"Sweden","2006","All genders","over 24 year olds","Percent","33.49066"
"Sweden","2005","All genders","over 24 year olds","Percent","32.72049"
"Sweden","2005","Female","over 24 year olds","Percent","35.40148"
"Sweden","2005","Male","over 24 year olds","Percent","30.06886"
"Sweden","2004","Male","over 24 year olds","Percent","29.4335"
"Sweden","2004","Female","over 24 year olds","Percent","34.32718"
"Sweden","2004","All genders","over 24 year olds","Percent","31.86759"
"Switzerland","2012","All genders","over 24 year olds","Percent","40.22422"
"Switzerland","2012","Male","over 24 year olds","Percent","48.37007"
"Switzerland","2012","Female","over 24 year olds","Percent","32.59365"
"Switzerland","2011","Female","over 24 year olds","Percent","31.26153"
"Switzerland","2011","Male","over 24 year olds","Percent","46.69484"
"Switzerland","2011","All genders","over 24 year olds","Percent","38.69923"
"Switzerland","2010","All genders","over 24 year olds","Percent","38.15959"
"Switzerland","2010","Male","over 24 year olds","Percent","46.57365"
"Switzerland","2010","Female","over 24 year olds","Percent","30.34564"
"Switzerland","2009","Female","over 24 year olds","Percent","24.94155"
"Switzerland","2009","Male","over 24 year olds","Percent","43.02706"
"Switzerland","2009","All genders","over 24 year olds","Percent","33.68498"
"Syrian Arab Republic","2009","Female","over 24 year olds","Percent","10.26781"
"Syrian Arab Republic","2009","Male","over 24 year olds","Percent","14.49673"
"Syrian Arab Republic","2009","All genders","over 24 year olds","Percent","12.43899"
"Syrian Arab Republic","2008","All genders","over 24 year olds","Percent","12.40052"
"Syrian Arab Republic","2008","Male","over 24 year olds","Percent","14.70453"
"Syrian Arab Republic","2008","Female","over 24 year olds","Percent","10.0815"
"Syrian Arab Republic","2007","Female","over 24 year olds","Percent","9.51579"
"Syrian Arab Republic","2007","Male","over 24 year olds","Percent","16.36633"
"Syrian Arab Republic","2007","All genders","over 24 year olds","Percent","12.95612"
"Tajikistan","2000","Male","over 24 year olds","Percent","26.64096"
"Tajikistan","2000","All genders","over 24 year olds","Percent","19.82214"
"Tajikistan","2000","Female","over 24 year olds","Percent","13.20092"
"Thailand","2013","Female","over 24 year olds","Percent","17.34295"
"Thailand","2013","All genders","over 24 year olds","Percent","16.89656"
"Thailand","2013","Male","over 24 year olds","Percent","16.41181"
"Thailand","2010","Male","over 24 year olds","Percent","12.30961"
"Thailand","2010","All genders","over 24 year olds","Percent","12.90123"
"Thailand","2010","Female","over 24 year olds","Percent","13.44711"
"Thailand","2006","Female","over 24 year olds","Percent","13.21561"
"Thailand","2006","All genders","over 24 year olds","Percent","12.86897"
"Thailand","2006","Male","over 24 year olds","Percent","12.49111"
"Thailand","2004","Male","over 24 year olds","Percent","12.5597"
"Thailand","2004","All genders","over 24 year olds","Percent","12.99327"
"Thailand","2004","Female","over 24 year olds","Percent","13.42326"
"The former Yugoslav Republic of Macedonia","2002","Male","over 24 year olds","Percent","13.76783"
"The former Yugoslav Republic of Macedonia","2002","All genders","over 24 year olds","Percent","12.23061"
"The former Yugoslav Republic of Macedonia","2002","Female","over 24 year olds","Percent","10.72637"
"Togo","2011","All genders","over 24 year olds","Percent","5.43935"
"Togo","2011","Male","over 24 year olds","Percent","10.55182"
"Togo","2011","Female","over 24 year olds","Percent","1.53328"
"Togo","2009","Female","over 24 year olds","Percent","1.21243"
"Togo","2009","All genders","over 24 year olds","Percent","2.94945"
"Togo","2009","Male","over 24 year olds","Percent","4.96496"
"Tonga","2011","All genders","over 24 year olds","Percent","16.78023"
"Tonga","2011","Male","over 24 year olds","Percent","17.69269"
"Tonga","2011","Female","over 24 year olds","Percent","15.92713"
"Tonga","2006","Female","over 24 year olds","Percent","10.66149"
"Tonga","2006","Male","over 24 year olds","Percent","13.66071"
"Tonga","2006","All genders","over 24 year olds","Percent","12.13217"
"Trinidad and Tobago","2009","All genders","over 24 year olds","Percent","43.94114"
"Trinidad and Tobago","2009","Male","over 24 year olds","Percent","45.86637"
"Trinidad and Tobago","2009","Female","over 24 year olds","Percent","42.06056"
"Trinidad and Tobago","2008","Female","over 24 year olds","Percent","42.17232"
"Trinidad and Tobago","2008","Male","over 24 year olds","Percent","46.10067"
"Trinidad and Tobago","2008","All genders","over 24 year olds","Percent","44.11194"
"Tunisia","2012","All genders","over 24 year olds","Percent","12.35314"
"Tunisia","2012","Male","over 24 year olds","Percent","13.9353"
"Tunisia","2012","Female","over 24 year olds","Percent","10.83986"
"Tunisia","2011","Female","over 24 year olds","Percent","0"
"Tunisia","2011","Male","over 24 year olds","Percent","0"
"Tunisia","2011","All genders","over 24 year olds","Percent","0"
"Tunisia","2010","All genders","over 24 year olds","Percent","0"
"Tunisia","2010","Male","over 24 year olds","Percent","0"
"Tunisia","2010","Female","over 24 year olds","Percent","0"
"Tunisia","2008","Female","over 24 year olds","Percent","0"
"Tunisia","2008","Male","over 24 year olds","Percent","0"
"Tunisia","2008","All genders","over 24 year olds","Percent","0"
"Turkey","2014","All genders","over 24 year olds","Percent","0"
"Turkey","2014","Female","over 24 year olds","Percent","0"
"Turkey","2014","Male","over 24 year olds","Percent","0"
"Turkey","2013","Female","over 24 year olds","Percent","0"
"Turkey","2013","All genders","over 24 year olds","Percent","0"
"Turkey","2013","Male","over 24 year olds","Percent","0"
"Turkey","2012","Male","over 24 year olds","Percent","0"
"Turkey","2012","All genders","over 24 year olds","Percent","0"
"Turkey","2012","Female","over 24 year olds","Percent","0"
"Turkey","2011","Female","over 24 year olds","Percent","0"
"Turkey","2011","All genders","over 24 year olds","Percent","0"
"Turkey","2011","Male","over 24 year olds","Percent","0"
"Turkey","2010","Male","over 24 year olds","Percent","0"
"Turkey","2010","All genders","over 24 year olds","Percent","0"
"Turkey","2010","Female","over 24 year olds","Percent","0"
"Turkey","2009","Female","over 24 year olds","Percent","0"
"Turkey","2009","All genders","over 24 year olds","Percent","0"
"Turkey","2009","Male","over 24 year olds","Percent","0"
"Turkey","2008","Male","over 24 year olds","Percent","0"
"Turkey","2008","All genders","over 24 year olds","Percent","0"
"Turkey","2008","Female","over 24 year olds","Percent","0"
"Turkey","2007","Female","over 24 year olds","Percent","0"
"Turkey","2007","All genders","over 24 year olds","Percent","0"
"Turkey","2007","Male","over 24 year olds","Percent","0"
"Turkey","2006","Male","over 24 year olds","Percent","0"
"Turkey","2006","Female","over 24 year olds","Percent","0"
"Turkey","2006","All genders","over 24 year olds","Percent","0"
"Turkey","2005","All genders","over 24 year olds","Percent","0"
"Turkey","2005","Female","over 24 year olds","Percent","0"
"Turkey","2005","Male","over 24 year olds","Percent","0"
"Turkey","2004","Male","over 24 year olds","Percent","9.57401"
"Turkey","2004","Female","over 24 year olds","Percent","5.10431"
"Turkey","2004","All genders","over 24 year olds","Percent","7.33287"
"Turkmenistan","1995","Female","over 24 year olds","Percent","27.0822"
"Turkmenistan","1995","All genders","over 24 year olds","Percent","32.21165"
"Turkmenistan","1995","Male","over 24 year olds","Percent","37.78602"
"Uganda","2012","All genders","over 24 year olds","Percent","0"
"Uganda","2012","Female","over 24 year olds","Percent","0"
"Uganda","2012","Male","over 24 year olds","Percent","0"
"Uganda","2010","Male","over 24 year olds","Percent","9.65925"
"Uganda","2010","Female","over 24 year olds","Percent","6.41205"
"Uganda","2010","All genders","over 24 year olds","Percent","8.19465"
"Uganda","2008","All genders","over 24 year olds","Percent","6.86658"
"Uganda","2008","Female","over 24 year olds","Percent","6.968"
"Uganda","2008","Male","over 24 year olds","Percent","6.76235"
"Uganda","2002","Male","over 24 year olds","Percent","0"
"Uganda","2002","Female","over 24 year olds","Percent","0"
"Uganda","2002","All genders","over 24 year olds","Percent","0"
"Ukraine","2001","Female","over 24 year olds","Percent","39.88569"
"Ukraine","2001","All genders","over 24 year olds","Percent","38.14171"
"Ukraine","2001","Male","over 24 year olds","Percent","35.93732"
"United Arab Emirates","2005","Male","over 24 year olds","Percent","19.81815"
"United Arab Emirates","2005","All genders","over 24 year olds","Percent","22.57954"
"United Arab Emirates","2005","Female","over 24 year olds","Percent","31.16029"
"United Kingdom of Great Britain and Northern Ireland","2014","Female","over 24 year olds","Percent","0"
"United Kingdom of Great Britain and Northern Ireland","2014","All genders","over 24 year olds","Percent","0"
"United Kingdom of Great Britain and Northern Ireland","2014","Male","over 24 year olds","Percent","0"
"United Kingdom of Great Britain and Northern Ireland","2013","All genders","over 24 year olds","Percent","0"
"United Kingdom of Great Britain and Northern Ireland","2013","Female","over 24 year olds","Percent","0"
"United Kingdom of Great Britain and Northern Ireland","2013","Male","over 24 year olds","Percent","0"
"United Kingdom of Great Britain and Northern Ireland","2012","Male","over 24 year olds","Percent","36.59523"
"United Kingdom of Great Britain and Northern Ireland","2012","Female","over 24 year olds","Percent","37.2988"
"United Kingdom of Great Britain and Northern Ireland","2012","All genders","over 24 year olds","Percent","36.95037"
"United Kingdom of Great Britain and Northern Ireland","2011","All genders","over 24 year olds","Percent","33.05904"
"United Kingdom of Great Britain and Northern Ireland","2011","Female","over 24 year olds","Percent","31.8825"
"United Kingdom of Great Britain and Northern Ireland","2011","Male","over 24 year olds","Percent","34.3094"
"United Kingdom of Great Britain and Northern Ireland","2010","Male","over 24 year olds","Percent","33.59637"
"United Kingdom of Great Britain and Northern Ireland","2010","Female","over 24 year olds","Percent","34.02222"
"United Kingdom of Great Britain and Northern Ireland","2010","All genders","over 24 year olds","Percent","33.81171"
"United Kingdom of Great Britain and Northern Ireland","2009","All genders","over 24 year olds","Percent","31.5697"
"United Kingdom of Great Britain and Northern Ireland","2009","Female","over 24 year olds","Percent","31.45684"
"United Kingdom of Great Britain and Northern Ireland","2009","Male","over 24 year olds","Percent","31.68546"
"United Republic of Tanzania","2012","Female","over 24 year olds","Percent","1.82314"
"United Republic of Tanzania","2012","All genders","over 24 year olds","Percent","2.55564"
"United Republic of Tanzania","2012","Male","over 24 year olds","Percent","3.36677"
"United States of America","2006","Female","over 24 year olds","Percent","37.52263"
"United States of America","2006","All genders","over 24 year olds","Percent","37.36785"
"United States of America","2006","Male","over 24 year olds","Percent","37.20069"
"United States of America","2005","Male","over 24 year olds","Percent","36.47357"
"United States of America","2005","All genders","over 24 year olds","Percent","36.22994"
"United States of America","2005","Female","over 24 year olds","Percent","36.00504"
"United States of America","2004","Female","over 24 year olds","Percent","35.37453"
"United States of America","2004","All genders","over 24 year olds","Percent","36.127"
"United States of America","2004","Male","over 24 year olds","Percent","36.94468"
"Uruguay","2014","All genders","over 24 year olds","Percent","0"
"Uruguay","2014","Female","over 24 year olds","Percent","0"
"Uruguay","2014","Male","over 24 year olds","Percent","0"
"Uruguay","2013","Male","over 24 year olds","Percent","9.33058"
"Uruguay","2013","Female","over 24 year olds","Percent","13.94046"
"Uruguay","2013","All genders","over 24 year olds","Percent","11.78742"
"Uruguay","2012","Female","over 24 year olds","Percent","12.96355"
"Uruguay","2012","Male","over 24 year olds","Percent","8.50369"
"Uruguay","2012","All genders","over 24 year olds","Percent","10.88215"
"Uruguay","2011","All genders","over 24 year olds","Percent","10.94071"
"Uruguay","2011","Male","over 24 year olds","Percent","8.62216"
"Uruguay","2011","Female","over 24 year olds","Percent","12.96718"
"Uruguay","2010","Female","over 24 year olds","Percent","16.43316"
"Uruguay","2010","Male","over 24 year olds","Percent","12.74966"
"Uruguay","2010","All genders","over 24 year olds","Percent","14.71582"
"Uruguay","2009","All genders","over 24 year olds","Percent","14.91313"
"Uruguay","2009","Male","over 24 year olds","Percent","12.83644"
"Uruguay","2009","Female","over 24 year olds","Percent","16.72694"
"Uruguay","2008","Female","over 24 year olds","Percent","16.58176"
"Uruguay","2008","Male","over 24 year olds","Percent","12.65602"
"Uruguay","2008","All genders","over 24 year olds","Percent","14.75269"
"Uruguay","2006","All genders","over 24 year olds","Percent","9.60366"
"Uruguay","2006","Male","over 24 year olds","Percent","7.58905"
"Uruguay","2006","Female","over 24 year olds","Percent","11.34989"
"Uruguay","1996","Female","over 24 year olds","Percent","11.34752"
"Uruguay","1996","Male","over 24 year olds","Percent","8.98978"
"Uruguay","1996","All genders","over 24 year olds","Percent","10.24341"
"Uzbekistan","2013","Female","over 24 year olds","Percent","0"
"Uzbekistan","2013","Male","over 24 year olds","Percent","0"
"Uzbekistan","2013","All genders","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2011","Male","over 24 year olds","Percent","20.53624"
"Venezuela (Bolivarian Republic of)","2011","All genders","over 24 year olds","Percent","24.86441"
"Venezuela (Bolivarian Republic of)","2011","Female","over 24 year olds","Percent","28.93624"
"Venezuela (Bolivarian Republic of)","2009","Female","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2009","All genders","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2009","Male","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2008","Male","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2008","All genders","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2008","Female","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2007","Female","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2007","All genders","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2007","Male","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2006","Male","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2006","All genders","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2006","Female","over 24 year olds","Percent","0"
"Venezuela (Bolivarian Republic of)","2001","Female","over 24 year olds","Percent","4.20935"
"Venezuela (Bolivarian Republic of)","2001","All genders","over 24 year olds","Percent","22.36555"
"Venezuela (Bolivarian Republic of)","2001","Male","over 24 year olds","Percent","30.22728"
"Viet Nam","2009","Male","over 24 year olds","Percent","14.28404"
"Viet Nam","2009","All genders","over 24 year olds","Percent","12.0781"
"Viet Nam","2009","Female","over 24 year olds","Percent","10.10134"
"Zambia","2010","All genders","over 24 year olds","Percent","0"
"Zambia","2010","Male","over 24 year olds","Percent","0"
"Zambia","2010","Female","over 24 year olds","Percent","0"
"Zimbabwe","2012","Female","over 24 year olds","Percent","0"
"Zimbabwe","2012","Male","over 24 year olds","Percent","0"
"Zimbabwe","2012","All genders","over 24 year olds","Percent","0"
"Zimbabwe","2002","All genders","over 24 year olds","Percent","9.09916"
"Zimbabwe","2002","Male","over 24 year olds","Percent","12.74435"
"Zimbabwe","2002","Female","over 24 year olds","Percent","5.73989"

